#separator:Tab
#html:false
#tags column:5
IMF-015-01-0001-en	How does this chapter define asthma?	Variable airflow obstruction with airway hyperresponsiveness and inflammation.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0002-en	Examination and spirometry are normal between episodes. Why does this not exclude asthma, and what can demonstrate the obstruction?	The obstruction is variable, so bronchodilator response, peak-flow variability, challenge testing, or change after anti-inflammatory therapy is used instead.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0003-en	Contrast what inhaled corticosteroids and bronchodilators do in asthma.	Inhaled corticosteroids treat inflammation and reduce exacerbation risk; bronchodilators relax airway smooth muscle.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0004-en	A distressed patient in severe asthma exacerbation has a normal or rising carbon dioxide. What can this indicate?	Fatigue.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0005-en	Distinguish chronic bronchitis from emphysema as this chapter defines them.	Chronic bronchitis is a clinical mucus-hypersecretion phenotype; emphysema is permanent enlargement and destruction distal to terminal bronchioles.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0006-en	Which three abnormalities cause air trapping and hyperinflation in chronic obstructive pulmonary disease?	Loss of elastic recoil, expiratory collapse, and mucus obstruction.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0007-en	Which mechanism causes the hypoxaemia of chronic obstructive pulmonary disease, and what can advanced disease add?	Ventilation-perfusion mismatch causes the hypoxaemia; advanced disease can add hypercapnia, pulmonary hypertension, and right-heart failure.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0008-en	What must be demonstrated before chronic obstructive pulmonary disease is diagnosed?	Post-bronchodilator airflow obstruction in the appropriate clinical context.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0009-en	Which patients with chronic obstructive pulmonary disease gain a survival benefit from long-term oxygen?	Selected patients with severe chronic resting hypoxaemia, not patients who are simply breathless.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
IMF-015-01-0010-en	Which self-sustaining cycle produces the irreversible bronchial dilation of bronchiectasis?	Repeated cycles of impaired clearance, infection, inflammation, and bronchial wall damage.	Integrated Medical Foundations; chapter 15, TTS module 1; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-english.md; module SHA256 at export: fa2dc14c00b8296cf2610e54e3b65a6d5041e2ef9867baf0126eb5c413c5ff41; editorial review pending	imf lang::en chapter::015 module::015-01 review::pending
