#separator:Tab
#html:false
#tags column:5
IMF-061-02-0001-ja	鎮痛増量中にも痛みが増す場合は何を考えるべきか。また診断のために鎮痛を控えるべきでないのはなぜか。	コンパートメント症候群、虚血、穿孔、感染、治療合併症を考える。疼痛を診断に必要として鎮痛を控えず、反復診察を可能にする鎮痛を行うべきである。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0002-ja	オピオイド節減が代替薬も安全な場合にのみ有益なのはなぜか。	ガバペンチノイド、鎮静薬、筋弛緩薬の重複は転倒と換気を悪化させ得るため、追加ごとに期待利益と再評価時点を定める必要があるからである。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0003-ja	急性疼痛計画で予防的定時投与とレスキュー投与の違い、次回服用可能時刻を明確にするのはなぜか。	患者が「痛いほど追加する」と解釈しないようにするためである。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0004-ja	非ステロイド性抗炎症薬が疼痛部位以外にも害を及ぼすのはなぜか。また局所製剤でこの危険はなくなるか。	プロスタグランジンを減らすと胃、腎、血小板、血管保護も除かれるからである。局所製剤は全身曝露を減らすが、吸収はゼロではない。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0005-ja	長時間作用型オピオイド製剤が未使用者の初回滴定に不適切なのはなぜか。	長時間作用製剤は蓄積が再評価時間を超えるからである。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0006-ja	呼吸数だけではオピオイド性換気障害を見逃すのはなぜか。	鎮静患者は酸素投与で飽和度が保たれながら、規則的に見える浅い呼吸で二酸化炭素が上昇し得るからである。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0007-ja	ナロキソンを滴定する際の目標は何か。また持続投与が必要になるのはいつか。	完全覚醒・激痛性離脱ではなく十分な呼吸へ滴定し、長時間作用薬では持続投与を考える。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0008-ja	長期オピオイドの強制的急中止が危険なのはなぜか。また代わりに何を行うか。	離脱、違法薬への移行、自殺危険を招くため、即時毒性がなければ協働して漸減し、使用障害には作動薬治療を提案する。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0009-ja	血管収縮薬と患者要因は、局所麻酔薬の安全な総量をどう変えるか。	適切な部位への血管収縮薬追加は局所滞留を延ばし全身吸収を減らす。総量は全浸潤・ブロックを合算し、体重、妊娠、低心拍出、肝障害、酸血症、蛋白結合で調整する。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
IMF-061-02-0010-ja	解剖学的に成功した挿管の直後に心停止が起こり得るのはなぜか。	導入は気道筋緊張と交感神経支持を失わせ、陽圧換気は静脈還流を減らすため、重度循環血液量減少、心タンポナーデ、緊張性気胸、肺高血圧、代謝性アシドーシスでは生理を準備しないと破綻するからである。	Integrated Medical Foundations; chapter 61, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 7d4d91c49f0bd24472abeaba0475cf68f5c4c01f8834c62be28a53d3644b7e73; editorial review pending	imf lang::ja chapter::061 module::061-02 review::pending
